Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
15,Sun,2010-11-28,,Tottenham,2–1,Liverpool,,,Martin Atkinson,Match Report,
,,,,,,,,,,,
16,Sat,2010-12-04,,Arsenal,2–1,Fulham,,,Chris Foy,Match Report,
16,Sat,2010-12-04,,Birmingham City,1–1,Tottenham,,,Kevin Friend,Match Report,
16,Sat,2010-12-04,,Wigan Athletic,2–2,Stoke City,,,Mike Jones,Match Report,
16,Sat,2010-12-04,,Blackburn,3–0,Wolves,,,Howard Webb,Match Report,
16,Sat,2010-12-04,,Chelsea,1–1,Everton,,,Lee Probert,Match Report,
16,Sat,2010-12-04,,Manchester City,1–0,Bolton,,,Andre Marriner,Match Report,
16,Sun,2010-12-05,,West Brom,3–1,Newcastle Utd,,,Mike Dean,Match Report,
16,Sun,2010-12-05,,Sunderland,1–0,West Ham,,,Martin Atkinson,Match Report,
16,Mon,2010-12-06,,Liverpool,3–0,Aston Villa,,,Phil Dowd,Match Report,
,,,,,,,,,,,
17,Sat,2010-12-11,,Fulham,0–0,Sunderland,,,Neil Swarbrick,Match Report,
17,Sat,2010-12-11,,Aston Villa,2–1,West Brom,,,Mark Halsey,Match Report,
17,Sat,2010-12-11,,Everton,0–0,Wigan Athletic,,,Michael Oliver,Match Report,
17,Sat,2010-12-11,,Stoke City,0–1,Blackpool,,,Anthony Taylor,Match Report,
17,Sat,2010-12-11,,Newcastle Utd,3–1,Liverpool,,,Lee Mason,Match Report,
17,Sat,2010-12-11,,West Ham,1–3,Manchester City,,,Phil Dowd,Match Report,
17,Sun,2010-12-12,,Bolton,2–1,Blackburn,,,Mark Clattenburg,Match Report,
17,Sun,2010-12-12,,Wolves,1–0,Birmingham City,,,Martin Atkinson,Match Report,
17,Sun,2010-12-12,,Tottenham,1–1,Chelsea,,,Mike Dean,Match Report,
17,Mon,2010-12-13,,Manchester Utd,1–0,Arsenal,,,Howard Webb,Match Report,
,,,,,,,,,,,
18,Sat,2010-12-18,,Blackburn,1–1,West Ham,,,Mike Dean,Match Report,
18,Sat,2010-12-18,,Sunderland,1–0,Bolton,,,Chris Foy,Match Report,
18,Mon,2010-12-20,,Manchester City,1–2,Everton,,,Peter Walton,Match Report,
,,,,,,,,,,,
19,Sun,2010-12-26,,Newcastle Utd,1–3,Manchester City,,,Chris Foy,Match Report,
19,Sun,2010-12-26,,Blackburn,0–2,Stoke City,,,Mike Jones,Match Report,
19,Sun,2010-12-26,,Fulham,1–3,West Ham,,,Mark Halsey,Match Report,
19,Sun,2010-12-26,,Bolton,2–0,West Brom,,,Howard Webb,Match Report,
19,Sun,2010-12-26,,Manchester Utd,2–0,Sunderland,,,Phil Dowd,Match Report,
19,Sun,2010-12-26,,Wolves,1–2,Wigan Athletic,,,Mike Dean,Match Report,
19,Sun,2010-12-26,,Aston Villa,1–2,Tottenham,,,Martin Atkinson,Match Report,
19,Mon,2010-12-27,,Arsenal,3–1,Chelsea,,,Mark Clattenburg,Match Report,
,,,,,,,,,,,
20,Tue,2010-12-28,,Stoke City,0–2,Fulham,,,Kevin Friend,Match Report,
20,Tue,2010-12-28,,West Brom,1–3,Blackburn,,,Phil Dowd,Match Report,
20,Tue,2010-12-28,,Sunderland,0–2,Blackpool,,,Andre Marriner,Match Report,
20,Tue,2010-12-28,,Manchester City,4–0,Aston Villa,,,Michael Oliver,Match Report,
20,Tue,2010-12-28,,Birmingham City,1–1,Manchester Utd,,,Lee Mason,Match Report,
20,Tue,2010-12-28,,Tottenham,2–0,Newcastle Utd,,,Anthony Taylor,Match Report,
20,Tue,2010-12-28,,West Ham,1–1,Everton,,,Howard Webb,Match Report,
20,Wed,2010-12-29,,Chelsea,1–0,Bolton,,,Mike Jones,Match Report,
20,Wed,2010-12-29,,Wigan Athletic,2–2,Arsenal,,,Lee Probert,Match Report,
20,Wed,2010-12-29,,Liverpool,0–1,Wolves,,,Peter Walton,Match Report,
,,,,,,,,,,,
21,Sat,2011-01-01,,West Ham,2–0,Wolves,,,Lee Probert,Match Report,
21,Sat,2011-01-01,,Manchester City,1–0,Blackpool,,,Mark Clattenburg,Match Report,
21,Sat,2011-01-01,,Tottenham,1–0,Fulham,,,Mike Jones,Match Report,
21,Sat,2011-01-01,,Liverpool,2–1,Bolton,,,Kevin Friend,Match Report,
21,Sat,2011-01-01,,Sunderland,3–0,Blackburn,,,Mike Dean,Match Report,
21,Sat,2011-01-01,,Stoke City,2–0,Everton,,,Andre Marriner,Match Report,
21,Sat,2011-01-01,,Birmingham City,0–3,Arsenal,,,Peter Walton,Match Report,
21,Sat,2011-01-01,,West Brom,1–2,Manchester Utd,,,Chris Foy,Match Report,
21,Sun,2011-01-02,,Chelsea,3–3,Aston Villa,,,Lee Mason,Match Report,
21,Sun,2011-01-02,,Wigan Athletic,0–1,Newcastle Utd,,,Howard Webb,Match Report,
,,,,,,,,,,,
22,Tue,2011-01-04,,Blackpool,1–2,Birmingham City,,,Jon Moss,Match Report,
22,Tue,2011-01-04,,Manchester Utd,2–1,Stoke City,,,Mark Clattenburg,Match Report,
22,Tue,2011-01-04,,Fulham,3–0,West Brom,,,Martin Atkinson,Match Report,
22,Wed,2011-01-05,,Aston Villa,0–1,Sunderland,,,Peter Walton,Match Report,
22,Wed,2011-01-05,,Newcastle Utd,5–0,West Ham,,,Mike Dean,Match Report,
22,Wed,2011-01-05,,Wolves,1–0,Chelsea,,,Mark Halsey,Match Report,
22,Wed,2011-01-05,,Blackburn,3–1,Liverpool,,,Andre Marriner,Match Report,
22,Wed,2011-01-05,,Arsenal,0–0,Manchester City,,,Mike Jones,Match Report,
22,Wed,2011-01-05,,Bolton,1–1,Wigan Athletic,,,Phil Dowd,Match Report,
22,Wed,2011-01-05,,Everton,2–1,Tottenham,,,Lee Probert,Match Report,
,,,,,,,,,,,
19,Wed,2011-01-12,,Blackpool,2–1,Liverpool,,,Michael Oliver,Match Report,
,,,,,,,,,,,
23,Sat,2011-01-15,,West Brom,3–2,Blackpool,,,Stuart Attwell,Match Report,
23,Sat,2011-01-15,,Stoke City,2–0,Bolton,,,Michael Oliver,Match Report,
23,Sat,2011-01-15,,West Ham,0–3,Arsenal,,,Andre Marriner,Match Report,
23,Sat,2011-01-15,,Wigan Athletic,1–1,Fulham,,,Anthony Taylor,Match Report,
23,Sat,2011-01-15,,Manchester City,4–3,Wolves,,,Lee Mason,Match Report,
23,Sat,2011-01-15,,Chelsea,2–0,Blackburn,,,Martin Atkinson,Match Report,
23,Sun,2011-01-16,,Birmingham City,1–1,Aston Villa,,,Mark Clattenburg,Match Report,
23,Sun,2011-01-16,,Liverpool,2–2,Everton,,,Phil Dowd,Match Report,
23,Sun,2011-01-16,,Sunderland,1–1,Newcastle Utd,,,Howard Webb,Match Report,
23,Sun,2011-01-16,,Tottenham,0–0,Manchester Utd,,,Mike Dean,Match Report,
,,,,,,,,,,,
24,Sat,2011-01-22,,Everton,2–2,West Ham,,,Peter Walton,Match Report,
24,Sat,2011-01-22,,Newcastle Utd,1–1,Tottenham,,,Mark Halsey,Match Report,
24,Sat,2011-01-22,,Aston Villa,1–0,Manchester City,,,Howard Webb,Match Report,
24,Sat,2011-01-22,,Arsenal,3–0,Wigan Athletic,,,Kevin Friend,Match Report,
24,Sat,2011-01-22,,Fulham,2–0,Stoke City,,,Stuart Attwell,Match Report,
24,Sat,2011-01-22,,Manchester Utd,5–0,Birmingham City,,,Mike Jones,Match Report,
24,Sat,2011-01-22,,Blackpool,1–2,Sunderland,,,Lee Mason,Match Report,
24,Sat,2011-01-22,,Wolves,0–3,Liverpool,,,Martin Atkinson,Match Report,
24,Sun,2011-01-23,,Blackburn,2–0,West Brom,,,Mark Clattenburg,Match Report,
24,Mon,2011-01-24,,Bolton,0–4,Chelsea,,,Chris Foy,Match Report,
,,,,,,,,,,,
16,Tue,2011-01-25,,Blackpool,2–3,Manchester Utd,,,Peter Walton,Match Report,
,,,,,,,,,,,
18,Tue,2011-01-25,,Wigan Athletic,1–2,Aston Villa,,,Jon Moss,Match Report,
18,Wed,2011-01-26,,Liverpool,1–0,Fulham,,,Lee Probert,Match Report,
,,,,,,,,,,,
25,Tue,2011-02-01,,Manchester Utd,3–1,Aston Villa,,,Chris Foy,Match Report,
25,Tue,2011-02-01,,Sunderland,2–4,Chelsea,,,Mark Halsey,Match Report,
25,Tue,2011-02-01,,Arsenal,2–1,Everton,,,Lee Mason,Match Report,
25,Tue,2011-02-01,,West Brom,2–2,Wigan Athletic,,,Phil Dowd,Match Report,
25,Wed,2011-02-02,,Bolton,1–0,Wolves,,,Peter Walton,Match Report,
25,Wed,2011-02-02,,Liverpool,2–0,Stoke City,,,Anthony Taylor,Match Report,
25,Wed,2011-02-02,,Fulham,1–0,Newcastle Utd,,,Mike Jones,Match Report,
25,Wed,2011-02-02,,Birmingham City,2–2,Manchester City,,,Kevin Friend,Match Report,
25,Wed,2011-02-02,,Blackpool,1–3,West Ham,,,Stuart Attwell,Match Report,
25,Wed,2011-02-02,,Blackburn,0–1,Tottenham,,,Andre Marriner,Match Report,
,,,,,,,,,,,
26,Sat,2011-02-05,,Aston Villa,2–2,Fulham,,,Lee Mason,Match Report,
26,Sat,2011-02-05,,Everton,5–3,Blackpool,,,Kevin Friend,Match Report,
26,Sat,2011-02-05,,Manchester City,3–0,West Brom,,,Martin Atkinson,Match Report,
26,Sat,2011-02-05,,Wigan Athletic,4–3,Blackburn,,,Mike Dean,Match Report,
26,Sat,2011-02-05,,Stoke City,3–2,Sunderland,,,Lee Probert,Match Report,
26,Sat,2011-02-05,,Wolves,2–1,Manchester Utd,,,Michael Oliver,Match Report,
26,Sat,2011-02-05,,Newcastle Utd,4–4,Arsenal,,,Phil Dowd,Match Report,
26,Sat,2011-02-05,,Tottenham,2–1,Bolton,,,Mark Clattenburg,Match Report,
26,Sun,2011-02-06,,West Ham,0–1,Birmingham City,,,Chris Foy,Match Report,
26,Sun,2011-02-06,,Chelsea,0–1,Liverpool,,,Andre Marriner,Match Report,
,,,,,,,,,,,
27,Sat,2011-02-12,,Blackpool,1–1,Aston Villa,,,Howard Webb,Match Report,
27,Sat,2011-02-12,,Blackburn,0–0,Newcastle Utd,,,Stuart Attwell,Match Report,
27,Sat,2011-02-12,,Manchester Utd,2–1,Manchester City,,,Andre Marriner,Match Report,
27,Sat,2011-02-12,,Liverpool,1–1,Wigan Athletic,,,Kevin Friend,Match Report,
27,Sat,2011-02-12,,West Brom,3–3,West Ham,,,Lee Mason,Match Report,
27,Sat,2011-02-12,,Sunderland,1–2,Tottenham,,,Mike Jones,Match Report,
27,Sat,2011-02-12,,Birmingham City,1–0,Stoke City,,,Mark Halsey,Match Report,
27,Sat,2011-02-12,,Arsenal,2–0,Wolves,,,Chris Foy,Match Report,
27,Sun,2011-02-13,,Bolton,2–0,Everton,,,Lee Probert,Match Report,
27,Mon,2011-02-14,,Fulham,0–0,Chelsea,,,Mike Dean,Match Report,
,,,,,,,,,,,
18,Tue,2011-02-15,,Birmingham City,0–2,Newcastle Utd,,,Lee Mason,Match Report,
18,Sun,2011-02-20,,West Brom,1–1,Wolves,,,Mike Dean,Match Report,
18,Tue,2011-02-22,,Blackpool,3–1,Tottenham,,,Chris Foy,Match Report,
18,Wed,2011-02-23,,Arsenal,1–0,Stoke City,,,Peter Walton,Match Report,
,,,,,,,,,,,
28,Sat,2011-02-26,,Wolves,4–0,Blackpool,,,Neil Swarbrick,Match Report,
28,Sat,2011-02-26,,Everton,2–0,Sunderland,,,Stuart Attwell,Match Report,
28,Sat,2011-02-26,,Aston Villa,4–1,Blackburn,,,Martin Atkinson,Match Report,
28,Sat,2011-02-26,,Newcastle Utd,1–1,Bolton,,,Chris Foy,Match Report,
28,Sat,2011-02-26,,Wigan Athletic,0–4,Manchester Utd,,,Mark Clattenburg,Match Report,
28,Sun,2011-02-27,,Manchester City,1–1,Fulham,,,Peter Walton,Match Report,
28,Sun,2011-02-27,,West Ham,3–1,Liverpool,,,Mark Halsey,Match Report,
28,Mon,2011-02-28,,Stoke City,1–1,West Brom,,,Michael Oliver,Match Report,
,,,,,,,,,,,
18,Tue,2011-03-01,,Chelsea,2–1,Manchester Utd,,,Martin Atkinson,Match Report,
,,,,,,,,,,,
29,Sat,2011-03-05,,Manchester City,1–0,Wigan Athletic,,,Stuart Attwell,Match Report,
29,Sat,2011-03-05,,Bolton,3–2,Aston Villa,,,Kevin Friend,Match Report,
29,Sat,2011-03-05,,Arsenal,0–0,Sunderland,,,Anthony Taylor,Match Report,
29,Sat,2011-03-05,,West Ham,3–0,Stoke City,,,Andre Marriner,Match Report,
29,Sat,2011-03-05,,Fulham,3–2,Blackburn,,,Mark Clattenburg,Match Report,
29,Sat,2011-03-05,,Birmingham City,1–3,West Brom,,,Mike Jones,Match Report,
29,Sat,2011-03-05,,Newcastle Utd,1–2,Everton,,,Howard Webb,Match Report,
29,Sun,2011-03-06,,Liverpool,3–1,Manchester Utd,,,Phil Dowd,Match Report,
29,Sun,2011-03-06,,Wolves,3–3,Tottenham,,,Mark Halsey,Match Report,
29,Mon,2011-03-07,,Blackpool,1–3,Chelsea,,,Mike Dean,Match Report,
,,,,,,,,,,,
19,Wed,2011-03-09,,Everton,1–1,Birmingham City,,,Peter Walton,Match Report,
,,,,,,,,,,,
30,Sat,2011-03-19,,Aston Villa,0–1,Wolves,,,Phil Dowd,Match Report,
30,Sat,2011-03-19,,Everton,2–1,Fulham,,,Michael Oliver,Match Report,
30,Sat,2011-03-19,,Stoke City,4–0,Newcastle Utd,,,Lee Mason,Match Report,
30,Sat,2011-03-19,,Wigan Athletic,2–1,Birmingham City,,,Lee Probert,Match Report,
