Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
13,Sat,2013-11-30,,Cardiff City,0–3,Arsenal,,NINIAN PARK,Lee Mason,Match Report,
13,Sat,2013-11-30,,Newcastle Utd,2–1,West Brom,,ST JAMES PARK,Phil Dowd,Match Report,
13,Sat,2013-11-30,,Norwich City,1–0,Crystal Palace,,CARROW ROAD,Chris Foy,Match Report,
13,Sun,2013-12-01,,Chelsea,3–1,Southampton,,STAMFORD BRIDGE,Michael Oliver,Match Report,
13,Sun,2013-12-01,,Manchester City,3–0,Swansea City,,CITY OF MANCHESTER,Mark Clattenburg,Match Report,
13,Sun,2013-12-01,,Hull City,3–1,Liverpool,,KINGSTON COMMUNICATI,Howard Webb,Match Report,
13,Sun,2013-12-01,,Tottenham,2–2,Manchester Utd,,WHITE HART LANE,Mike Dean,Match Report,
,,,,,,,,,,,
14,Tue,2013-12-03,,Crystal Palace,1–0,West Ham,,SELHURST PARK,Lee Mason,Match Report,
14,Wed,2013-12-04,,Swansea City,3–0,Newcastle Utd,,,Howard Webb,Match Report,
14,Wed,2013-12-04,,West Brom,2–3,Manchester City,,THE HAWTHORNS,Chris Foy,Match Report,
14,Wed,2013-12-04,,Arsenal,2–0,Hull City,,EMIRATES STADIUM,Andre Marriner,Match Report,
14,Wed,2013-12-04,,Manchester Utd,0–1,Everton,,OLD TRAFFORD,Martin Atkinson,Match Report,
14,Wed,2013-12-04,,Liverpool,5–1,Norwich City,,ANFIELD ROAD,Anthony Taylor,Match Report,
14,Wed,2013-12-04,,Sunderland,3–4,Chelsea,,STADIUM OF LIGHT,Phil Dowd,Match Report,
14,Wed,2013-12-04,,Fulham,1–2,Tottenham,,CRAVEN COTTAGE,Mark Clattenburg,Match Report,
14,Wed,2013-12-04,,Southampton,2–3,Aston Villa,,SAINT MARY´S,Jon Moss,Match Report,
14,Wed,2013-12-04,,Stoke City,0–0,Cardiff City,,BRITANNIA STADIUM,Michael Oliver,Match Report,
,,,,,,,,,,,
15,Sat,2013-12-07,,Liverpool,4–1,West Ham,,ANFIELD ROAD,Michael Oliver,Match Report,
15,Sat,2013-12-07,,Crystal Palace,2–0,Cardiff City,,SELHURST PARK,Mike Jones,Match Report,
15,Sat,2013-12-07,,Sunderland,1–2,Tottenham,,STADIUM OF LIGHT,Lee Mason,Match Report,
15,Sat,2013-12-07,,Manchester Utd,0–1,Newcastle Utd,,OLD TRAFFORD,Andre Marriner,Match Report,
15,Sat,2013-12-07,,Stoke City,3–2,Chelsea,,BRITANNIA STADIUM,Jon Moss,Match Report,
15,Sat,2013-12-07,,Southampton,1–1,Manchester City,,SAINT MARY´S,Anthony Taylor,Match Report,
15,Sat,2013-12-07,,West Brom,0–2,Norwich City,,THE HAWTHORNS,Mark Clattenburg,Match Report,
15,Sun,2013-12-08,,Arsenal,1–1,Everton,,EMIRATES STADIUM,Howard Webb,Match Report,
15,Sun,2013-12-08,,Fulham,2–0,Aston Villa,,CRAVEN COTTAGE,Mike Dean,Match Report,
15,Mon,2013-12-09,,Swansea City,1–1,Hull City,,,Chris Foy,Match Report,
,,,,,,,,,,,
16,Sat,2013-12-14,,Everton,4–1,Fulham,,GOODISON PARK,Anthony Taylor,Match Report,
16,Sat,2013-12-14,,Manchester City,6–3,Arsenal,,CITY OF MANCHESTER,Martin Atkinson,Match Report,
16,Sat,2013-12-14,,West Ham,0–0,Sunderland,,UPTON PARK,Andre Marriner,Match Report,
16,Sat,2013-12-14,,Hull City,0–0,Stoke City,,KINGSTON COMMUNICATI,Mike Dean,Match Report,
16,Sat,2013-12-14,,Chelsea,2–1,Crystal Palace,,STAMFORD BRIDGE,Mark Clattenburg,Match Report,
16,Sat,2013-12-14,,Cardiff City,1–0,West Brom,,NINIAN PARK,Howard Webb,Match Report,
16,Sat,2013-12-14,,Newcastle Utd,1–1,Southampton,,ST JAMES PARK,Mike Jones,Match Report,
16,Sun,2013-12-15,,Aston Villa,0–3,Manchester Utd,,VILLA PARK,Lee Mason,Match Report,
16,Sun,2013-12-15,,Tottenham,0–5,Liverpool,,WHITE HART LANE,Jon Moss,Match Report,
16,Sun,2013-12-15,,Norwich City,1–1,Swansea City,,CARROW ROAD,Michael Oliver,Match Report,
,,,,,,,,,,,
17,Sat,2013-12-21,,Liverpool,3–1,Cardiff City,,ANFIELD ROAD,Lee Probert,Match Report,
17,Sat,2013-12-21,,Sunderland,0–0,Norwich City,,STADIUM OF LIGHT,Martin Atkinson,Match Report,
17,Sat,2013-12-21,,Stoke City,2–1,Aston Villa,,BRITANNIA STADIUM,Craig Pawson,Match Report,
17,Sat,2013-12-21,,Manchester Utd,3–1,West Ham,,OLD TRAFFORD,Mike Jones,Match Report,
17,Sat,2013-12-21,,Crystal Palace,0–3,Newcastle Utd,,SELHURST PARK,Neil Swarbrick,Match Report,
17,Sat,2013-12-21,,Fulham,2–4,Manchester City,,CRAVEN COTTAGE,Kevin Friend,Match Report,
17,Sat,2013-12-21,,West Brom,1–1,Hull City,,THE HAWTHORNS,Jon Moss,Match Report,
17,Sun,2013-12-22,,Swansea City,1–2,Everton,,,Lee Mason,Match Report,
17,Sun,2013-12-22,,Southampton,2–3,Tottenham,,SAINT MARY´S,Chris Foy,Match Report,
17,Mon,2013-12-23,,Arsenal,0–0,Chelsea,,EMIRATES STADIUM,Mike Dean,Match Report,
,,,,,,,,,,,
18,Thu,2013-12-26,,Hull City,2–3,Manchester Utd,,KINGSTON COMMUNICATI,Michael Oliver,Match Report,
18,Thu,2013-12-26,,Tottenham,1–1,West Brom,,WHITE HART LANE,Anthony Taylor,Match Report,
18,Thu,2013-12-26,,Manchester City,2–1,Liverpool,,CITY OF MANCHESTER,Lee Mason,Match Report,
18,Thu,2013-12-26,,West Ham,1–3,Arsenal,,UPTON PARK,Phil Dowd,Match Report,
18,Thu,2013-12-26,,Everton,0–1,Sunderland,,GOODISON PARK,Lee Probert,Match Report,
18,Thu,2013-12-26,,Cardiff City,0–3,Southampton,,NINIAN PARK,Andre Marriner,Match Report,
18,Thu,2013-12-26,,Newcastle Utd,5–1,Stoke City,,ST JAMES PARK,Martin Atkinson,Match Report,
18,Thu,2013-12-26,,Norwich City,1–2,Fulham,,CARROW ROAD,Jon Moss,Match Report,
18,Thu,2013-12-26,,Chelsea,1–0,Swansea City,,STAMFORD BRIDGE,Mike Jones,Match Report,
18,Thu,2013-12-26,,Aston Villa,0–1,Crystal Palace,,VILLA PARK,Howard Webb,Match Report,
,,,,,,,,,,,
19,Sat,2013-12-28,,Hull City,6–0,Fulham,,KINGSTON COMMUNICATI,Bobby Madley,Match Report,
19,Sat,2013-12-28,,Norwich City,0–1,Manchester Utd,,CARROW ROAD,Phil Dowd,Match Report,
19,Sat,2013-12-28,,Manchester City,1–0,Crystal Palace,,CITY OF MANCHESTER,Andre Marriner,Match Report,
19,Sat,2013-12-28,,Cardiff City,2–2,Sunderland,,NINIAN PARK,Chris Foy,Match Report,
19,Sat,2013-12-28,,Aston Villa,1–1,Swansea City,,VILLA PARK,Roger East,Match Report,
19,Sat,2013-12-28,,West Ham,3–3,West Brom,,UPTON PARK,Mike Dean,Match Report,
19,Sun,2013-12-29,,Newcastle Utd,0–1,Arsenal,,ST JAMES PARK,Lee Probert,Match Report,
19,Sun,2013-12-29,,Chelsea,2–1,Liverpool,,STAMFORD BRIDGE,Howard Webb,Match Report,
19,Sun,2013-12-29,,Everton,2–1,Southampton,,GOODISON PARK,Mark Clattenburg,Match Report,
19,Sun,2013-12-29,,Tottenham,3–0,Stoke City,,WHITE HART LANE,Kevin Friend,Match Report,
,,,,,,,,,,,
20,Wed,2014-01-01,,Stoke City,1–1,Everton,,BRITANNIA STADIUM,Andre Marriner,Match Report,
20,Wed,2014-01-01,,Fulham,2–1,West Ham,,CRAVEN COTTAGE,Mark Clattenburg,Match Report,
20,Wed,2014-01-01,,Swansea City,2–3,Manchester City,,,Phil Dowd,Match Report,
20,Wed,2014-01-01,,Liverpool,2–0,Hull City,,ANFIELD ROAD,Craig Pawson,Match Report,
20,Wed,2014-01-01,,Crystal Palace,1–1,Norwich City,,SELHURST PARK,Mike Dean,Match Report,
20,Wed,2014-01-01,,Sunderland,0–1,Aston Villa,,STADIUM OF LIGHT,Mike Jones,Match Report,
20,Wed,2014-01-01,,West Brom,1–0,Newcastle Utd,,THE HAWTHORNS,Lee Mason,Match Report,
20,Wed,2014-01-01,,Manchester Utd,1–2,Tottenham,,OLD TRAFFORD,Howard Webb,Match Report,
20,Wed,2014-01-01,,Arsenal,2–0,Cardiff City,,EMIRATES STADIUM,Jon Moss,Match Report,
20,Wed,2014-01-01,,Southampton,0–3,Chelsea,,SAINT MARY´S,Martin Atkinson,Match Report,
,,,,,,,,,,,
21,Sat,2014-01-11,,Tottenham,2–0,Crystal Palace,,WHITE HART LANE,Michael Oliver,Match Report,
21,Sat,2014-01-11,,Fulham,1–4,Sunderland,,CRAVEN COTTAGE,Mike Dean,Match Report,
21,Sat,2014-01-11,,Southampton,1–0,West Brom,,SAINT MARY´S,Howard Webb,Match Report,
21,Sat,2014-01-11,,Everton,2–0,Norwich City,,GOODISON PARK,Kevin Friend,Match Report,
21,Sat,2014-01-11,,Hull City,0–2,Chelsea,,KINGSTON COMMUNICATI,Mark Clattenburg,Match Report,
21,Sat,2014-01-11,,Manchester Utd,2–0,Swansea City,,OLD TRAFFORD,Chris Foy,Match Report,
21,Sat,2014-01-11,,Cardiff City,0–2,West Ham,,NINIAN PARK,Lee Mason,Match Report,
21,Sun,2014-01-12,,Newcastle Utd,0–2,Manchester City,,ST JAMES PARK,Mike Jones,Match Report,
21,Sun,2014-01-12,,Stoke City,3–5,Liverpool,,BRITANNIA STADIUM,Anthony Taylor,Match Report,
21,Mon,2014-01-13,,Aston Villa,1–2,Arsenal,,VILLA PARK,Neil Swarbrick,Match Report,
,,,,,,,,,,,
22,Sat,2014-01-18,,Crystal Palace,1–0,Stoke City,,SELHURST PARK,Mark Clattenburg,Match Report,
22,Sat,2014-01-18,,Manchester City,4–2,Cardiff City,,CITY OF MANCHESTER,Neil Swarbrick,Match Report,
22,Sat,2014-01-18,,Sunderland,2–2,Southampton,,STADIUM OF LIGHT,Chris Foy,Match Report,
22,Sat,2014-01-18,,West Ham,1–3,Newcastle Utd,,UPTON PARK,Andre Marriner,Match Report,
22,Sat,2014-01-18,,Liverpool,2–2,Aston Villa,,ANFIELD ROAD,Jon Moss,Match Report,
22,Sat,2014-01-18,,Arsenal,2–0,Fulham,,EMIRATES STADIUM,Lee Probert,Match Report,
22,Sat,2014-01-18,,Norwich City,1–0,Hull City,,CARROW ROAD,Howard Webb,Match Report,
22,Sun,2014-01-19,,Chelsea,3–1,Manchester Utd,,STAMFORD BRIDGE,Phil Dowd,Match Report,
22,Sun,2014-01-19,,Swansea City,1–3,Tottenham,,,Martin Atkinson,Match Report,
22,Mon,2014-01-20,,West Brom,1–1,Everton,,THE HAWTHORNS,Michael Oliver,Match Report,
,,,,,,,,,,,
23,Tue,2014-01-28,,Swansea City,2–0,Fulham,,,Michael Oliver,Match Report,
23,Tue,2014-01-28,,Manchester Utd,2–0,Cardiff City,,OLD TRAFFORD,Craig Pawson,Match Report,
23,Tue,2014-01-28,,Liverpool,4–0,Everton,,ANFIELD ROAD,Martin Atkinson,Match Report,
23,Tue,2014-01-28,,Southampton,2–2,Arsenal,,SAINT MARY´S,Lee Mason,Match Report,
23,Tue,2014-01-28,,Crystal Palace,1–0,Hull City,,SELHURST PARK,Roger East,Match Report,
23,Tue,2014-01-28,,Norwich City,0–0,Newcastle Utd,,CARROW ROAD,Chris Foy,Match Report,
23,Wed,2014-01-29,,Aston Villa,4–3,West Brom,,VILLA PARK,Mark Clattenburg,Match Report,
23,Wed,2014-01-29,,Chelsea,0–0,West Ham,,STAMFORD BRIDGE,Neil Swarbrick,Match Report,
23,Wed,2014-01-29,,Tottenham,1–5,Manchester City,,WHITE HART LANE,Andre Marriner,Match Report,
23,Wed,2014-01-29,,Sunderland,1–0,Stoke City,,STADIUM OF LIGHT,Bobby Madley,Match Report,
,,,,,,,,,,,
24,Sat,2014-02-01,,Stoke City,2–1,Manchester Utd,,BRITANNIA STADIUM,Neil Swarbrick,Match Report,
24,Sat,2014-02-01,,West Ham,2–0,Swansea City,,UPTON PARK,Howard Webb,Match Report,
24,Sat,2014-02-01,,Hull City,1–1,Tottenham,,KINGSTON COMMUNICATI,Anthony Taylor,Match Report,
24,Sat,2014-02-01,,Cardiff City,2–1,Norwich City,,NINIAN PARK,Mark Clattenburg,Match Report,
24,Sat,2014-02-01,,Fulham,0–3,Southampton,,CRAVEN COTTAGE,Mike Jones,Match Report,
24,Sat,2014-02-01,,Everton,2–1,Aston Villa,,GOODISON PARK,Bobby Madley,Match Report,
24,Sat,2014-02-01,,Newcastle Utd,0–3,Sunderland,,ST JAMES PARK,Phil Dowd,Match Report,
24,Sun,2014-02-02,,West Brom,1–1,Liverpool,,THE HAWTHORNS,Kevin Friend,Match Report,
24,Sun,2014-02-02,,Arsenal,2–0,Crystal Palace,,EMIRATES STADIUM,Jon Moss,Match Report,
24,Mon,2014-02-03,,Manchester City,0–1,Chelsea,,CITY OF MANCHESTER,Mike Dean,Match Report,
,,,,,,,,,,,
25,Sat,2014-02-08,,Chelsea,3–0,Newcastle Utd,,STAMFORD BRIDGE,Howard Webb,Match Report,
25,Sat,2014-02-08,,Norwich City,0–0,Manchester City,,CARROW ROAD,Jon Moss,Match Report,
25,Sat,2014-02-08,,Liverpool,5–1,Arsenal,,ANFIELD ROAD,Michael Oliver,Match Report,
25,Sat,2014-02-08,,Swansea City,3–0,Cardiff City,,,Andre Marriner,Match Report,
25,Sat,2014-02-08,,Sunderland,0–2,Hull City,,STADIUM OF LIGHT,Mike Jones,Match Report,
